date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side,full_date
1/19,2609,凱基-士林,9238,167,12,155,0.67,5,buy,2026-01-19
1/19,2609,元大證券,9800,689,1335,-646,2.79,5,sell,2026-01-19
1/19,2609,新光,8560,240,100,140,0.6,6,buy,2026-01-19
1/19,2609,摩根大通,8440,456,957,-501,2.16,6,sell,2026-01-19
1/19,2609,中國信託,6160,141,12,129,0.56,7,buy,2026-01-19
1/19,2609,台中銀-豐原,0036003100310041,30,417,-387,1.67,7,sell,2026-01-19
1/19,2609,國票-台中,0037003700390076,119,2,117,0.51,8,buy,2026-01-19
1/19,2609,元大-新盛,9869,18,309,-291,1.26,8,sell,2026-01-19
1/19,2609,兆豐-北高雄,0037003000300049,117,6,111,0.48,9,buy,2026-01-19
1/19,2609,港商野村,1560,2,150,-148,0.64,9,sell,2026-01-19
1/19,2609,國泰-高雄,8881,111,11,100,0.43,10,buy,2026-01-19
1/19,2609,統一,5850,14,125,-111,0.48,10,sell,2026-01-19
1/19,2609,富邦-虎尾,9697,96,4,92,0.4,11,buy,2026-01-19
1/19,2609,凱基-虎尾,9236,6,100,-94,0.41,11,sell,2026-01-19
1/19,2609,國泰-台中,8882,150,59,91,0.39,12,buy,2026-01-19
1/19,2609,華南永昌,9300,56,127,-71,0.31,12,sell,2026-01-19
1/19,2609,國票-台南,0037003700390044,88,0,88,0.38,13,buy,2026-01-19
1/19,2609,群益金鼎,9100,164,227,-63,0.27,13,sell,2026-01-19
1/19,2609,國泰-板橋,003800380038004b,114,28,86,0.37,14,buy,2026-01-19
1/19,2609,元大-龍潭,9858,31,93,-62,0.27,14,sell,2026-01-19
1/19,2609,台新-台南,8159,92,6,86,0.37,15,buy,2026-01-19
1/19,2609,元富,5920,3,54,-51,0.22,15,sell,2026-01-19
1/19,2615,永豐金-匯立,0039004100380031,911,0,911,6.79,1,buy,2026-01-19
1/19,2615,台灣摩根士丹利,1470,14,1927,-1913,14.26,1,sell,2026-01-19
1/19,2615,中國信託,6160,341,46,295,2.2,2,buy,2026-01-19
1/19,2615,凱基-台北,9268,275,1759,-1484,11.06,2,sell,2026-01-19
1/19,2615,玉山-大里,003800380034004a,215,1,214,1.59,3,buy,2026-01-19
1/19,2615,元大證券,9800,147,1614,-1467,10.93,3,sell,2026-01-19
1/19,2615,國泰-敦南,8888,318,108,210,1.57,4,buy,2026-01-19
1/19,2615,美商高盛,1480,795,2069,-1274,9.5,4,sell,2026-01-19
1/19,2615,合庫證券,1020,219,10,209,1.56,5,buy,2026-01-19
1/19,2615,美林,1440,229,1150,-921,6.86,5,sell,2026-01-19
1/19,2615,國泰-板橋,003800380038004b,173,25,148,1.1,6,buy,2026-01-19
1/19,2615,摩根大通,8440,22,836,-814,6.07,6,sell,2026-01-19
1/19,2615,亞東-新竹,2184,146,3,143,1.07,7,buy,2026-01-19
1/19,2615,永豐金證券,0039004100300030,71,277,-206,1.54,7,sell,2026-01-19
1/19,2615,統一-桃園,0035003800350048,116,0,116,0.86,8,buy,2026-01-19
1/19,2615,群益金鼎,9100,142,332,-190,1.42,8,sell,2026-01-19
1/19,2615,統一-南京,0035003800350055,107,0,107,0.8,9,buy,2026-01-19
1/19,2615,新加坡商瑞銀,1650,89,239,-150,1.12,9,sell,2026-01-19
1/19,2615,福勝,6950,106,0,106,0.79,10,buy,2026-01-19
1/19,2615,安泰-楠梓,8382,3,56,-53,0.4,10,sell,2026-01-19
1/19,2615,台新證券,8150,113,25,88,0.66,11,buy,2026-01-19
1/19,2615,港商野村,1560,2,51,-49,0.37,11,sell,2026-01-19
1/19,2615,宏遠-光隆,0031003200360069,82,0,82,0.61,12,buy,2026-01-19
1/19,2615,統一,5850,22,62,-40,0.3,12,sell,2026-01-19
1/19,2615,元大-雙和,9874,81,0,81,0.6,13,buy,2026-01-19
1/19,2615,兆豐-北高雄,0037003000300049,10,50,-40,0.3,13,sell,2026-01-19
1/19,2615,統一-新竹,5857,82,1,81,0.6,14,buy,2026-01-19
1/19,2615,統一-板橋,0035003800350050,13,47,-34,0.25,14,sell,2026-01-19
1/19,2615,凱基-松山,9217,73,3,70,0.52,15,buy,2026-01-19
1/19,2615,凱基,9200,0,24,-24,0.18,15,sell,2026-01-19
1/19,2618,合庫證券,1020,2947,4,2943,9.33,1,buy,2026-01-19
1/19,2618,新加坡商瑞銀,1650,717,3604,-2887,9.15,1,sell,2026-01-19
1/19,2618,台灣摩根士丹利,1470,3478,696,2782,8.82,2,buy,2026-01-19
1/19,2618,富邦證券,9600,9,2852,-2843,9.01,2,sell,2026-01-19
1/19,2618,花旗環球,1590,1845,61,1784,5.66,3,buy,2026-01-19
1/19,2618,元大證券,9800,332,2104,-1772,5.62,3,sell,2026-01-19
1/19,2618,大昌-安康,6462,1056,0,1056,3.35,4,buy,2026-01-19
1/19,2618,凱基-台北,9268,1185,2930,-1745,5.53,4,sell,2026-01-19
1/19,2618,宏遠證券,1260,938,0,938,2.97,5,buy,2026-01-19
1/19,2618,兆豐-大同,0037003000300053,1,1101,-1100,3.49,5,sell,2026-01-19
1/19,2618,群益金鼎,9100,1179,242,937,2.97,6,buy,2026-01-19
1/19,2618,美商高盛,1480,2944,3961,-1017,3.22,6,sell,2026-01-19
1/19,2618,美林,1440,648,32,616,1.95,7,buy,2026-01-19
1/19,2618,永豐金證券,0039004100300030,326,1295,-969,3.07,7,sell,2026-01-19
1/19,2618,永豐金-匯立,0039004100380031,329,0,329,1.04,8,buy,2026-01-19
1/19,2618,永豐金-中正,0039004100390055,43,456,-413,1.31,8,sell,2026-01-19
1/19,2618,國泰證券,8880,304,1,303,0.96,9,buy,2026-01-19
1/19,2618,陽信,8710,4,398,-394,1.25,9,sell,2026-01-19
1/19,2618,統一-新竹,5857,162,6,156,0.49,10,buy,2026-01-19
1/19,2618,摩根大通,8440,138,507,-369,1.17,10,sell,2026-01-19
1/19,2618,凱基-板橋,0039003200300041,154,1,153,0.49,11,buy,2026-01-19
1/19,2618,元富-台中,5925,0,350,-350,1.11,11,sell,2026-01-19
1/19,2618,富邦-八德,0039003600330041,153,22,131,0.42,12,buy,2026-01-19
1/19,2618,元富,5920,9,344,-335,1.06,12,sell,2026-01-19
1/19,2618,華南永昌,9300,140,17,123,0.39,13,buy,2026-01-19
1/19,2618,凱基,9200,1,207,-206,0.65,13,sell,2026-01-19
1/19,2618,元大-草屯,0039003800390045,155,43,112,0.36,14,buy,2026-01-19
1/19,2618,合庫-彰化,1028,2,186,-184,0.58,14,sell,2026-01-19
1/19,2618,群益金鼎-東大,9135,106,1,105,0.33,15,buy,2026-01-19
1/19,2618,元大-大同,0039003800390047,1,183,-182,0.58,15,sell,2026-01-19
1/19,3037,元大證券,9800,7414,5025,2389,3.23,1,buy,2026-01-19
1/19,3037,摩根大通,8440,1068,2075,-1007,1.36,1,sell,2026-01-19
1/19,3037,統一,5850,2130,347,1783,2.41,2,buy,2026-01-19
1/19,3037,高橋-內壢,5323,6,625,-619,0.84,2,sell,2026-01-19
1/19,3037,港商野村,1560,1713,20,1693,2.29,3,buy,2026-01-19
1/19,3037,永豐金-桃盛,003900410039004e,152,670,-518,0.7,3,sell,2026-01-19
1/19,3037,凱基-站前,0039003200300046,2323,663,1660,2.24,4,buy,2026-01-19
1/19,3037,國泰-敦南,8888,1225,1699,-474,0.64,4,sell,2026-01-19
1/19,3037,美商高盛,1480,5716,4091,1625,2.2,5,buy,2026-01-19
1/19,3037,統一-敦南,5852,47,507,-460,0.62,5,sell,2026-01-19
1/19,3037,凱基-台北,9268,5531,3932,1599,2.16,6,buy,2026-01-19
1/19,3037,永豐金-敦南,0039004100380046,46,491,-445,0.6,6,sell,2026-01-19
1/19,3037,富邦證券,9600,2707,1162,1545,2.09,7,buy,2026-01-19
1/19,3037,永豐金證券,0039004100300030,363,739,-376,0.51,7,sell,2026-01-19
1/19,3037,美林,1440,1686,230,1456,1.97,8,buy,2026-01-19
1/19,3037,永豐金-桃園,0039004100390078,112,464,-352,0.48,8,sell,2026-01-19
1/19,3037,新加坡商瑞銀,1650,4443,3342,1101,1.49,9,buy,2026-01-19
1/19,3037,新光,8560,761,1015,-254,0.34,9,sell,2026-01-19
1/19,3037,大和國泰,8890,1081,0,1081,1.46,10,buy,2026-01-19
1/19,3037,玉山-新莊,8842,56,243,-187,0.25,10,sell,2026-01-19
1/19,3037,國票-敦北法人,0037003700390063,954,174,780,1.05,11,buy,2026-01-19
1/19,3037,玉山證券,8840,78,244,-166,0.22,11,sell,2026-01-19
1/19,3037,群益金鼎,9100,947,312,635,0.86,12,buy,2026-01-19
1/19,3037,兆豐-來福,0037003000300043,39,201,-162,0.22,12,sell,2026-01-19
1/19,3037,港商麥格理,1360,585,0,585,0.79,13,buy,2026-01-19
1/19,3037,華南永昌,9300,116,275,-159,0.21,13,sell,2026-01-19
1/19,3037,國泰證券,8880,646,67,579,0.78,14,buy,2026-01-19
1/19,3037,中國信託-高雄,003600310036004b,64,217,-153,0.21,14,sell,2026-01-19
1/19,3037,台新證券,8150,979,452,527,0.71,15,buy,2026-01-19
1/19,3037,兆豐-台中,7003,10,158,-148,0.2,15,sell,2026-01-19
1/19,2345,花旗環球,1590,184,33,151,4.51,1,buy,2026-01-19
1/19,2345,台灣摩根士丹利,1470,31,359,-328,9.8,1,sell,2026-01-19
1/19,2345,永豐金-匯立,0039004100380031,118,6,112,3.35,2,buy,2026-01-19
1/19,2345,元大證券,9800,98,243,-145,4.33,2,sell,2026-01-19
1/19,2345,國票-敦北法人,0037003700390063,101,28,73,2.18,3,buy,2026-01-19
1/19,2345,凱基-台北,9268,141,284,-143,4.27,3,sell,2026-01-19
1/19,2345,摩根大通,8440,178,130,48,1.43,4,buy,2026-01-19
1/19,2345,美商高盛,1480,150,278,-128,3.82,4,sell,2026-01-19
1/19,2345,永豐金證券,0039004100300030,54,12,42,1.25,5,buy,2026-01-19
1/19,2345,富邦-嘉義,9692,1,51,-50,1.49,5,sell,2026-01-19
1/19,2345,港商麥格理,1360,39,0,39,1.16,6,buy,2026-01-19
1/19,2345,美林,1440,155,182,-27,0.81,6,sell,2026-01-19
1/19,2345,台新證券,8150,49,17,32,0.96,7,buy,2026-01-19
1/19,2345,宏遠證券,1260,0,27,-27,0.81,7,sell,2026-01-19
1/19,2345,群益金鼎-台南,9185,29,1,28,0.84,8,buy,2026-01-19
1/19,2345,統一,5850,7,32,-25,0.75,8,sell,2026-01-19
1/19,2345,元大-北投,0039003800390041,23,0,23,0.69,9,buy,2026-01-19
1/19,2345,國票-安和,003700370039005a,0,23,-23,0.69,9,sell,2026-01-19
1/19,2345,元大-高雄,003900380031006d,22,0,22,0.66,10,buy,2026-01-19
1/19,2345,新加坡商瑞銀,1650,456,479,-23,0.69,10,sell,2026-01-19
1/19,2345,統一-板橋,0035003800350050,117,100,17,0.51,11,buy,2026-01-19
1/19,2345,富邦-新店,9661,10,30,-20,0.6,11,sell,2026-01-19
1/19,2345,香港上海匯豐,8960,21,6,15,0.45,12,buy,2026-01-19
1/19,2345,元富-草屯,0035003900320058,20,40,-20,0.6,12,sell,2026-01-19
1/19,2345,法銀巴黎,8900,14,0,14,0.42,13,buy,2026-01-19
1/19,2345,元大-大同,0039003800390047,0,12,-12,0.36,13,sell,2026-01-19
1/19,2345,玉山-台中,0038003800340042,13,0,13,0.39,14,buy,2026-01-19
1/19,2345,統一-士林,003500380035004d,0,12,-12,0.36,14,sell,2026-01-19
1/19,2345,群益金鼎,9100,17,5,12,0.36,15,buy,2026-01-19
1/19,2345,福勝,6950,0,11,-11,0.33,15,sell,2026-01-19
1/19,3006,永豐金證券,0039004100300030,304,23,281,8.13,1,buy,2026-01-19
1/19,3006,富邦-嘉義,9692,3,336,-333,9.64,1,sell,2026-01-19
1/19,3006,凱基-松山,9217,154,0,154,4.46,2,buy,2026-01-19
1/19,3006,台灣摩根士丹利,1470,101,400,-299,8.65,2,sell,2026-01-19
1/19,3006,元富,5920,130,0,130,3.76,3,buy,2026-01-19
1/19,3006,富邦證券,9600,122,382,-260,7.53,3,sell,2026-01-19
1/19,3006,群益金鼎,9100,105,13,92,2.66,4,buy,2026-01-19
1/19,3006,元大-忠孝,9871,0,76,-76,2.2,4,sell,2026-01-19
1/19,3006,統一,5850,253,170,83,2.4,5,buy,2026-01-19
1/19,3006,合庫-鳳山,1029,8,52,-44,1.27,5,sell,2026-01-19
1/19,3006,元大-彰化,0039003800310047,61,0,61,1.77,6,buy,2026-01-19
1/19,3006,花旗環球,1590,2,45,-43,1.24,6,sell,2026-01-19
1/19,3006,永豐金-高雄,0039004100390065,50,0,50,1.45,7,buy,2026-01-19
1/19,3006,統一-城中,5854,0,40,-40,1.16,7,sell,2026-01-19
1/19,3006,摩根大通,8440,49,0,49,1.42,8,buy,2026-01-19
1/19,3006,凱基-中港,9202,1,40,-39,1.13,8,sell,2026-01-19
1/19,3006,台新證券,8150,84,35,49,1.42,9,buy,2026-01-19
1/19,3006,國泰-台中,8882,4,32,-28,0.81,9,sell,2026-01-19
1/19,3006,合庫-新竹,0031003000320041,48,0,48,1.39,10,buy,2026-01-19
1/19,3006,國票-桃園,0037003700390072,0,23,-23,0.67,10,sell,2026-01-19
1/19,3006,中國信託-中壢,0036003100360041,36,0,36,1.04,11,buy,2026-01-19
1/19,3006,元富-大昌,0035003900320044,2,25,-23,0.67,11,sell,2026-01-19
1/19,3006,元大-蘆洲中正,0039003800390049,31,5,26,0.75,12,buy,2026-01-19
1/19,3006,華南永昌-桃園,9352,0,23,-23,0.67,12,sell,2026-01-19
1/19,3006,凱基-台北,9268,40,15,25,0.72,13,buy,2026-01-19
1/19,3006,元大-內湖,003900380039004e,1,22,-21,0.61,13,sell,2026-01-19
1/19,3006,台新-高雄,0038003100350041,27,3,24,0.69,14,buy,2026-01-19
1/19,3006,永興-大墩,5604,0,20,-20,0.58,14,sell,2026-01-19
1/19,3006,新光-新竹,8563,26,3,23,0.67,15,buy,2026-01-19
1/19,3006,新光-台南,8564,3,21,-18,0.52,15,sell,2026-01-19
1/19,2379,凱基,9200,250,5,245,7.3,1,buy,2026-01-19
1/19,2379,元大證券,9800,165,708,-543,16.18,1,sell,2026-01-19
1/19,2379,香港上海匯豐,8960,233,0,233,6.94,2,buy,2026-01-19
1/19,2379,華南永昌,9300,9,410,-401,11.95,2,sell,2026-01-19
1/19,2379,兆豐證券,7000,106,0,106,3.16,3,buy,2026-01-19
1/19,2379,摩根大通,8440,26,158,-132,3.93,3,sell,2026-01-19
1/19,2379,永豐金-匯立,0039004100380031,107,4,103,3.07,4,buy,2026-01-19
1/19,2379,新加坡商瑞銀,1650,108,239,-131,3.9,4,sell,2026-01-19
1/19,2379,港商野村,1560,60,0,60,1.79,5,buy,2026-01-19
1/19,2379,台灣摩根士丹利,1470,80,170,-90,2.68,5,sell,2026-01-19
1/19,2379,法銀巴黎,8900,62,3,59,1.76,6,buy,2026-01-19
1/19,2379,富邦證券,9600,12,98,-86,2.56,6,sell,2026-01-19
1/19,2379,永興-台中,5603,54,0,54,1.61,7,buy,2026-01-19
1/19,2379,美林,1440,87,162,-75,2.24,7,sell,2026-01-19
1/19,2379,國泰-敦南,8888,44,13,31,0.92,8,buy,2026-01-19
1/19,2379,美商高盛,1480,60,117,-57,1.7,8,sell,2026-01-19
1/19,2379,國票-桃園,0037003700390072,31,1,30,0.89,9,buy,2026-01-19
1/19,2379,凱基-台北,9268,98,143,-45,1.34,9,sell,2026-01-19
1/19,2379,臺銀,1040,24,2,22,0.66,10,buy,2026-01-19
1/19,2379,花旗環球,1590,30,72,-42,1.25,10,sell,2026-01-19
1/19,2379,凱基-站前,0039003200300046,20,3,17,0.51,11,buy,2026-01-19
1/19,2379,新百王,6210,1,40,-39,1.16,11,sell,2026-01-19
1/19,2379,玉山證券,8840,25,8,17,0.51,12,buy,2026-01-19
1/19,2379,元富-虎尾,003500390032004e,0,36,-36,1.07,12,sell,2026-01-19
1/19,2379,美好-富順,003500320036004b,16,0,16,0.48,13,buy,2026-01-19
1/19,2379,元大-新竹,9816,4,25,-21,0.63,13,sell,2026-01-19
1/19,2379,華南永昌-中正,9359,16,1,15,0.45,14,buy,2026-01-19
1/19,2379,凱基-竹科,9272,2,20,-18,0.54,14,sell,2026-01-19
1/19,2379,台新證券,8150,22,7,15,0.45,15,buy,2026-01-19
1/19,2379,元大-士林,003900380031006a,2,19,-17,0.51,15,sell,2026-01-19
1/19,3034,花旗環球,1590,85,6,79,3.2,1,buy,2026-01-19
1/19,3034,富邦證券,9600,19,447,-428,17.32,1,sell,2026-01-19
1/19,3034,台灣摩根士丹利,1470,176,98,78,3.16,2,buy,2026-01-19
1/19,3034,凱基,9200,0,321,-321,12.99,2,sell,2026-01-19
1/19,3034,永豐金-匯立,0039004100380031,89,17,72,2.91,3,buy,2026-01-19
1/19,3034,元大證券,9800,156,238,-82,3.32,3,sell,2026-01-19
1/19,3034,新加坡商瑞銀,1650,97,33,64,2.59,4,buy,2026-01-19
1/19,3034,摩根大通,8440,92,168,-76,3.08,4,sell,2026-01-19
1/19,3034,台新-新莊,8152,42,0,42,1.7,5,buy,2026-01-19
1/19,3034,美林,1440,37,84,-47,1.9,5,sell,2026-01-19
1/19,3034,法銀巴黎,8900,41,0,41,1.66,6,buy,2026-01-19
1/19,3034,凱基-台北,9268,63,106,-43,1.74,6,sell,2026-01-19
1/19,3034,國票-敦北法人,0037003700390063,26,2,24,0.97,7,buy,2026-01-19
1/19,3034,元大-民雄,0039003800310056,1,38,-37,1.5,7,sell,2026-01-19
1/19,3034,元大-龍潭,9858,24,1,23,0.93,8,buy,2026-01-19
1/19,3034,兆豐-忠孝,0037003000300061,1,35,-34,1.38,8,sell,2026-01-19
1/19,3034,港商野村,1560,22,0,22,0.89,9,buy,2026-01-19
1/19,3034,元富,5920,1,27,-26,1.05,9,sell,2026-01-19
1/19,3034,國泰-敦南,8888,45,26,19,0.77,10,buy,2026-01-19
1/19,3034,中國信託,6160,4,17,-13,0.53,10,sell,2026-01-19
1/19,3034,元富-城東,0035003900320072,25,7,18,0.73,11,buy,2026-01-19
1/19,3034,香港上海匯豐,8960,0,12,-12,0.49,11,sell,2026-01-19
1/19,3034,元大-六合,0039003800320043,17,4,13,0.53,12,buy,2026-01-19
1/19,3034,群益金鼎-市府,0039003100300044,0,10,-10,0.4,12,sell,2026-01-19
1/19,3034,永豐金-中和,0039004100390042,13,0,13,0.53,13,buy,2026-01-19
1/19,3034,永豐金-市政,0039004100390057,3,12,-9,0.36,13,sell,2026-01-19
1/19,3034,凱基-台南,9211,13,0,13,0.53,14,buy,2026-01-19
1/19,3034,元大-復北,9872,1,10,-9,0.36,14,sell,2026-01-19
1/19,3034,國泰-桃園,8885,16,3,13,0.53,15,buy,2026-01-19
1/19,3034,新光,8560,17,25,-8,0.32,15,sell,2026-01-19
1/19,2412,台灣摩根士丹利,1470,1185,11,1174,10.1,1,buy,2026-01-19
1/19,2412,永豐金-匯立,0039004100380031,104,2021,-1917,16.49,1,sell,2026-01-19
1/19,2412,港商野村,1560,1034,0,1034,8.89,2,buy,2026-01-19
1/19,2412,美商高盛,1480,69,1016,-947,8.14,2,sell,2026-01-19
1/19,2412,凱基,9200,1001,9,992,8.53,3,buy,2026-01-19
1/19,2412,摩根大通,8440,158,1086,-928,7.98,3,sell,2026-01-19
1/19,2412,新加坡商瑞銀,1650,2136,1300,836,7.19,4,buy,2026-01-19
1/19,2412,凱基-台北,9268,17,467,-450,3.87,4,sell,2026-01-19
1/19,2412,大和國泰,8890,500,5,495,4.26,5,buy,2026-01-19
1/19,2412,元大證券,9800,63,507,-444,3.82,5,sell,2026-01-19
1/19,2412,美林,1440,580,229,351,3.02,6,buy,2026-01-19
1/19,2412,香港上海匯豐,8960,0,362,-362,3.11,6,sell,2026-01-19
1/19,2412,元富-信義,0035003900320048,1588,1253,335,2.88,7,buy,2026-01-19
1/19,2412,元大-忠孝,9871,1,303,-302,2.6,7,sell,2026-01-19
1/19,2412,玉山證券,8840,150,0,150,1.29,8,buy,2026-01-19
1/19,2412,富邦證券,9600,31,286,-255,2.19,8,sell,2026-01-19
1/19,2412,中國信託,6160,146,15,131,1.13,9,buy,2026-01-19
1/19,2412,凱基-民權,0039003200310043,1,86,-85,0.73,9,sell,2026-01-19
1/19,2412,凱基-嘉義,9252,117,1,116,1.0,10,buy,2026-01-19
1/19,2412,凱基-站前,0039003200300046,3,66,-63,0.54,10,sell,2026-01-19
1/19,2412,中國信託-高雄,003600310036004b,113,0,113,0.97,11,buy,2026-01-19
1/19,2412,國泰-敦南,8888,20,82,-62,0.53,11,sell,2026-01-19
1/19,2412,永豐金證券,0039004100300030,530,425,105,0.9,12,buy,2026-01-19
1/19,2412,群益金鼎-竹南,0039003100380069,0,51,-51,0.44,12,sell,2026-01-19
1/19,2412,法銀巴黎,8900,125,32,93,0.8,13,buy,2026-01-19
1/19,2412,華南永昌-苗栗,9362,0,35,-35,0.3,13,sell,2026-01-19
1/19,2412,元大-新盛,9869,100,13,87,0.75,14,buy,2026-01-19
1/19,2412,元大-板橋,0039003800390043,2,37,-35,0.3,14,sell,2026-01-19
1/19,2412,統一,5850,204,143,61,0.52,15,buy,2026-01-19
1/19,2412,富邦-板橋,9655,8,40,-32,0.28,15,sell,2026-01-19
1/20,2330,富邦證券,9600,3365,515,2850,9.0,1,buy,2026-01-20
1/20,2330,美商高盛,1480,752,3242,-2490,7.87,1,sell,2026-01-20
1/20,2330,凱基,9200,1003,174,829,2.62,2,buy,2026-01-20
1/20,2330,摩根大通,8440,1212,3611,-2399,7.58,2,sell,2026-01-20
1/20,2330,群益金鼎,9100,821,229,592,1.87,3,buy,2026-01-20
1/20,2330,港商野村,1560,94,1905,-1811,5.72,3,sell,2026-01-20
1/20,2330,新加坡商瑞銀,1650,2217,1663,554,1.75,4,buy,2026-01-20
1/20,2330,元大證券,9800,1010,2353,-1343,4.24,4,sell,2026-01-20
1/20,2330,香港上海匯豐,8960,689,149,540,1.71,5,buy,2026-01-20
1/20,2330,台灣摩根士丹利,1470,667,1675,-1008,3.18,5,sell,2026-01-20
1/20,2330,凱基-三多,9275,326,1,325,1.03,6,buy,2026-01-20
1/20,2330,凱基-台北,9268,685,1115,-430,1.36,6,sell,2026-01-20
1/20,2330,永豐金證券,0039004100300030,1054,781,273,0.86,7,buy,2026-01-20
1/20,2330,國泰證券,8880,175,549,-374,1.18,7,sell,2026-01-20
1/20,2330,大和國泰,8890,361,102,259,0.82,8,buy,2026-01-20
1/20,2330,永豐金-匯立,0039004100380031,487,821,-334,1.06,8,sell,2026-01-20
1/20,2330,元大-北投,0039003800390041,247,8,239,0.75,9,buy,2026-01-20
1/20,2330,美林,1440,495,814,-319,1.01,9,sell,2026-01-20
1/20,2330,富邦-南京,0039003600310043,283,54,229,0.72,10,buy,2026-01-20
1/20,2330,花旗環球,1590,339,641,-302,0.95,10,sell,2026-01-20
1/20,2330,凱基-站前,0039003200300046,231,25,206,0.65,11,buy,2026-01-20
1/20,2330,兆豐-中壢,0037003000300062,2,289,-287,0.91,11,sell,2026-01-20
1/20,2330,國票-敦北法人,0037003700390063,217,23,194,0.61,12,buy,2026-01-20
1/20,2330,凱基-雙和,0039003200300043,3,203,-200,0.63,12,sell,2026-01-20
1/20,2330,宏遠證券,1260,245,92,153,0.48,13,buy,2026-01-20
1/20,2330,統一,5850,343,502,-159,0.5,13,sell,2026-01-20
1/20,2330,合庫證券,1020,158,9,149,0.47,14,buy,2026-01-20
1/20,2330,永豐金-萬盛,0039004100390032,26,112,-86,0.27,14,sell,2026-01-20
1/20,2330,統一-內湖,0035003800350062,159,12,147,0.46,15,buy,2026-01-20
1/20,2330,元大-福營,0039003800310046,23,94,-71,0.22,15,sell,2026-01-20
1/20,2317,永豐金-匯立,0039004100380031,1309,0,1309,2.45,1,buy,2026-01-20
1/20,2317,美商高盛,1480,1509,5964,-4455,8.34,1,sell,2026-01-20
1/20,2317,國泰-敦南,8888,1134,518,616,1.15,2,buy,2026-01-20
1/20,2317,新加坡商瑞銀,1650,580,3114,-2534,4.74,2,sell,2026-01-20
1/20,2317,香港上海匯豐,8960,554,27,527,0.99,3,buy,2026-01-20
1/20,2317,台灣摩根士丹利,1470,2416,4719,-2303,4.31,3,sell,2026-01-20
1/20,2317,永豐金-北高雄,0039004100390072,464,47,417,0.78,4,buy,2026-01-20
1/20,2317,摩根大通,8440,167,2145,-1978,3.7,4,sell,2026-01-20
1/20,2317,新光,8560,503,174,329,0.62,5,buy,2026-01-20
1/20,2317,群益金鼎,9100,77,1862,-1785,3.34,5,sell,2026-01-20
1/20,2317,台新證券,8150,661,372,289,0.54,6,buy,2026-01-20
1/20,2317,凱基-台北,9268,1219,2799,-1580,2.96,6,sell,2026-01-20
1/20,2317,玉山-信義,0038003800340043,265,15,250,0.47,7,buy,2026-01-20
1/20,2317,港商野村,1560,5,1371,-1366,2.56,7,sell,2026-01-20
1/20,2317,國泰-台中,8882,375,125,250,0.47,8,buy,2026-01-20
1/20,2317,永豐金證券,0039004100300030,311,1659,-1348,2.52,8,sell,2026-01-20
1/20,2317,凱基-高美館,9215,262,32,230,0.43,9,buy,2026-01-20
1/20,2317,大和國泰,8890,21,1239,-1218,2.28,9,sell,2026-01-20
1/20,2317,第一金-新竹,0035003300380042,236,12,224,0.42,10,buy,2026-01-20
1/20,2317,統一,5850,88,1292,-1204,2.25,10,sell,2026-01-20
1/20,2317,富邦-仁愛,9676,309,132,177,0.33,11,buy,2026-01-20
1/20,2317,國泰證券,8880,64,1108,-1044,1.95,11,sell,2026-01-20
1/20,2317,富邦-台北,9623,245,76,169,0.32,12,buy,2026-01-20
1/20,2317,富邦證券,9600,69,826,-757,1.42,12,sell,2026-01-20
1/20,2317,富邦-建國,9658,203,35,168,0.31,13,buy,2026-01-20
1/20,2317,國票-敦北法人,0037003700390063,20,691,-671,1.26,13,sell,2026-01-20
1/20,2317,台新-高雄,0038003100350041,215,51,164,0.31,14,buy,2026-01-20
1/20,2317,元大證券,9800,1268,1797,-529,0.99,14,sell,2026-01-20
1/20,2317,富邦-陽明,9604,247,85,162,0.3,15,buy,2026-01-20
1/20,2317,美林,1440,2323,2701,-378,0.71,15,sell,2026-01-20
1/20,2454,元大證券,9800,859,483,376,6.35,1,buy,2026-01-20
1/20,2454,摩根大通,8440,139,757,-618,10.44,1,sell,2026-01-20
1/20,2454,永豐金-匯立,0039004100380031,395,43,352,5.94,2,buy,2026-01-20
1/20,2454,凱基-台北,9268,149,396,-247,4.17,2,sell,2026-01-20
1/20,2454,港商麥格理,1360,296,0,296,5.0,3,buy,2026-01-20
1/20,2454,美商高盛,1480,209,416,-207,3.5,3,sell,2026-01-20
1/20,2454,凱基,9200,276,56,220,3.72,4,buy,2026-01-20
1/20,2454,美林,1440,368,571,-203,3.43,4,sell,2026-01-20
1/20,2454,國泰證券,8880,195,17,178,3.01,5,buy,2026-01-20
1/20,2454,大和國泰,8890,0,155,-155,2.62,5,sell,2026-01-20
1/20,2454,玉山-大里,003800380034004a,57,0,57,0.96,6,buy,2026-01-20
1/20,2454,台灣摩根士丹利,1470,78,198,-120,2.03,6,sell,2026-01-20
1/20,2454,香港上海匯豐,8960,59,2,57,0.96,7,buy,2026-01-20
1/20,2454,富邦證券,9600,215,332,-117,1.98,7,sell,2026-01-20
1/20,2454,凱基-三重,9205,46,2,44,0.74,8,buy,2026-01-20
1/20,2454,港商野村,1560,1,108,-107,1.81,8,sell,2026-01-20
1/20,2454,新光,8560,60,28,32,0.54,9,buy,2026-01-20
